image,scheme,region_strategy,area_percent,block_count,scaling_w,attack,message,predicted,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
alpaca.jpg,single_center50_s2.5,single_center,50,1,2.5000,none,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.3776,36.3776,32791,0
alpaca.jpg,single_center50_s2.5,single_center,50,1,2.5000,jpeg_q50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.3776,26.3745,32806,0
alpaca.jpg,single_center50_s2.5,single_center,50,1,2.5000,jpeg_q30,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.3776,25.4838,32766,0
alpaca.jpg,single_center50_s2.5,single_center,50,1,2.5000,gaussian_blur_1.2,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.3776,22.0370,32801,0
alpaca.jpg,single_center50_s2.5,single_center,50,1,2.5000,median_filter_3,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.3776,24.7280,32795,0
alpaca.jpg,single_center50_s2.5,single_center,50,1,2.5000,brightness_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.3776,14.5644,32912,0
alpaca.jpg,single_center50_s2.5,single_center,50,1,2.5000,contrast_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.3776,20.2733,32726,0
alpaca.jpg,single_center50_s2.5,single_center,50,1,2.5000,saturation_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.3776,25.7684,32762,0
alpaca.jpg,single_center50_s2.5,single_center,50,1,2.5000,sharpness_2.0,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.3776,26.9750,32810,0
alpaca.jpg,single_center50_s2.5,single_center,50,1,2.5000,bright_contrast_jpeg80,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.3776,17.0850,32882,0
alpaca.jpg,single_center50_s2.5,single_center,50,1,2.5000,resize_0.5_jpeg50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.3776,23.3008,32795,0
alpaca.jpg,single_center50_s2.5,single_center,50,1,2.5000,webp_q80,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.3776,33.3407,32830,0
alpaca.jpg,single_center50_s2.5,single_center,50,1,2.5000,webp_q50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.3776,30.3206,32868,0
alpaca.jpg,single_center50_s2.5,single_center,50,1,2.5000,saturation_sharpness_webp80,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.3776,27.7260,32798,0
alpaca.jpg,single_center50_s3.0,single_center,50,1,3.0000,none,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,34.8054,34.8054,32788,0
alpaca.jpg,single_center50_s3.0,single_center,50,1,3.0000,jpeg_q50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,34.8054,26.2126,32831,0
alpaca.jpg,single_center50_s3.0,single_center,50,1,3.0000,jpeg_q30,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,34.8054,25.3557,32737,0
alpaca.jpg,single_center50_s3.0,single_center,50,1,3.0000,gaussian_blur_1.2,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,34.8054,21.9727,32797,0
alpaca.jpg,single_center50_s3.0,single_center,50,1,3.0000,median_filter_3,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,34.8054,24.6013,32786,0
alpaca.jpg,single_center50_s3.0,single_center,50,1,3.0000,brightness_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,34.8054,14.5455,32909,0
alpaca.jpg,single_center50_s3.0,single_center,50,1,3.0000,contrast_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,34.8054,20.2113,32773,0
alpaca.jpg,single_center50_s3.0,single_center,50,1,3.0000,saturation_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,34.8054,25.4391,32735,0
alpaca.jpg,single_center50_s3.0,single_center,50,1,3.0000,sharpness_2.0,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,34.8054,26.7664,32800,0
alpaca.jpg,single_center50_s3.0,single_center,50,1,3.0000,bright_contrast_jpeg80,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,34.8054,17.0590,32892,0
alpaca.jpg,single_center50_s3.0,single_center,50,1,3.0000,resize_0.5_jpeg50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,34.8054,23.2178,32810,0
alpaca.jpg,single_center50_s3.0,single_center,50,1,3.0000,webp_q80,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,34.8054,32.5695,32811,0
alpaca.jpg,single_center50_s3.0,single_center,50,1,3.0000,webp_q50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,34.8054,29.9604,32814,0
alpaca.jpg,single_center50_s3.0,single_center,50,1,3.0000,saturation_sharpness_webp80,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,34.8054,27.3835,32793,0
alpaca.jpg,dwsf_default_q30_s2.5,dwsf_fixed_anchors,30,5,2.5000,none,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,39.2024,39.2024,20039,0
alpaca.jpg,dwsf_default_q30_s2.5,dwsf_fixed_anchors,30,5,2.5000,jpeg_q50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,39.2024,26.5619,20064,0
alpaca.jpg,dwsf_default_q30_s2.5,dwsf_fixed_anchors,30,5,2.5000,jpeg_q30,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,39.2024,25.6314,20172,0
alpaca.jpg,dwsf_default_q30_s2.5,dwsf_fixed_anchors,30,5,2.5000,gaussian_blur_1.2,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,39.2024,22.1118,20064,0
alpaca.jpg,dwsf_default_q30_s2.5,dwsf_fixed_anchors,30,5,2.5000,median_filter_3,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,39.2024,24.8696,20047,0
alpaca.jpg,dwsf_default_q30_s2.5,dwsf_fixed_anchors,30,5,2.5000,brightness_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,39.2024,14.5701,18764,0
alpaca.jpg,dwsf_default_q30_s2.5,dwsf_fixed_anchors,30,5,2.5000,contrast_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,39.2024,20.3463,20143,0
alpaca.jpg,dwsf_default_q30_s2.5,dwsf_fixed_anchors,30,5,2.5000,saturation_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,39.2024,26.1653,20045,0
alpaca.jpg,dwsf_default_q30_s2.5,dwsf_fixed_anchors,30,5,2.5000,sharpness_2.0,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,39.2024,27.2124,20078,0
alpaca.jpg,dwsf_default_q30_s2.5,dwsf_fixed_anchors,30,5,2.5000,bright_contrast_jpeg80,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,39.2024,17.1009,19635,0
alpaca.jpg,dwsf_default_q30_s2.5,dwsf_fixed_anchors,30,5,2.5000,resize_0.5_jpeg50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,39.2024,23.3954,20049,0
alpaca.jpg,dwsf_default_q30_s2.5,dwsf_fixed_anchors,30,5,2.5000,webp_q80,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,39.2024,34.3429,20097,0
alpaca.jpg,dwsf_default_q30_s2.5,dwsf_fixed_anchors,30,5,2.5000,webp_q50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,39.2024,30.7467,20191,0
alpaca.jpg,dwsf_default_q30_s2.5,dwsf_fixed_anchors,30,5,2.5000,saturation_sharpness_webp80,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,39.2024,28.1313,20041,0
alpaca.jpg,dwsf_robust_q50_s2.5,dwsf_fixed_anchors,50,5,2.5000,none,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.8274,36.8274,32728,0
alpaca.jpg,dwsf_robust_q50_s2.5,dwsf_fixed_anchors,50,5,2.5000,jpeg_q50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.8274,26.4200,32812,0
alpaca.jpg,dwsf_robust_q50_s2.5,dwsf_fixed_anchors,50,5,2.5000,jpeg_q30,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.8274,25.5198,32720,0
alpaca.jpg,dwsf_robust_q50_s2.5,dwsf_fixed_anchors,50,5,2.5000,gaussian_blur_1.2,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.8274,22.0515,32699,0
alpaca.jpg,dwsf_robust_q50_s2.5,dwsf_fixed_anchors,50,5,2.5000,median_filter_3,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.8274,24.7546,32724,0
alpaca.jpg,dwsf_robust_q50_s2.5,dwsf_fixed_anchors,50,5,2.5000,brightness_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.8274,14.5610,31322,0
alpaca.jpg,dwsf_robust_q50_s2.5,dwsf_fixed_anchors,50,5,2.5000,contrast_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.8274,20.3020,32635,0
alpaca.jpg,dwsf_robust_q50_s2.5,dwsf_fixed_anchors,50,5,2.5000,saturation_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,36.8274,25.8604,32756,0
