image,scheme,area_percent,block_count,scaling_w,attack,message,predicted,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
000000405249.png,single_center_50pct,50,1,2.5000,none,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,10.3434,10.3434,34570,0
000000405249.png,single_center_50pct,50,1,2.5000,remove_center_40,01001010111000010011001110000100,01001010011000010011001110000100,0.968750,0,10.3434,17.2249,9464,0
000000405249.png,single_center_50pct,50,1,2.5000,black_center_40,01001010111000010011001110000100,01001010011000010011001110000100,0.968750,0,10.3434,8.2643,34738,0
000000405249.png,single_center_50pct,50,1,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,10.3434,7.3208,27182,0
000000405249.png,single_center_50pct,50,1,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,10.3434,7.5674,31857,0
000000405249.png,single_center_50pct,50,1,2.5000,crop_center_50,01001010111000010011001110000100,00000000010000000000000010000000,0.656250,0,10.3434,6.3254,65401,0
000000405249.png,single_center_50pct,50,1,2.5000,jpeg_q30,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,10.3434,13.0115,35000,0
000000405249.png,single_center_50pct,50,1,2.5000,jpeg_q20,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,10.3434,13.2166,35723,0
000000405249.png,single_center_50pct,50,1,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,01101000110000010011001110000110,0.875000,0,10.3434,14.6626,36819,0
000000405249.png,distributed_q10_5block,10,5,2.5000,none,01001010111000010011001110000100,00000000010000000010001100000000,0.718750,0,17.6536,17.6536,6788,0
000000405249.png,distributed_q10_5block,10,5,2.5000,remove_center_40,01001010111000010011001110000100,00001010111000000001001100000100,0.875000,0,17.6536,18.7448,5201,0
000000405249.png,distributed_q10_5block,10,5,2.5000,black_center_40,01001010111000010011001110000100,00001010111000000001001100000100,0.875000,0,17.6536,8.4304,5162,0
000000405249.png,distributed_q10_5block,10,5,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.6536,7.8060,4022,0
000000405249.png,distributed_q10_5block,10,5,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.6536,8.4835,5613,0
000000405249.png,distributed_q10_5block,10,5,2.5000,crop_center_50,01001010111000010011001110000100,00000000000000000000000000000000,0.000000,0,17.6536,7.8482,0,1
000000405249.png,distributed_q10_5block,10,5,2.5000,jpeg_q30,01001010111000010011001110000100,00001000110000000011001100000100,0.843750,0,17.6536,19.0708,8311,0
000000405249.png,distributed_q10_5block,10,5,2.5000,jpeg_q20,01001010111000010011001110000100,00001011101000010001001100000000,0.812500,0,17.6536,19.0115,9334,0
000000405249.png,distributed_q10_5block,10,5,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,00000000101000000011000000000000,0.718750,0,17.6536,18.6185,6870,0
000000405249.png,distributed_q10_9block,10,9,2.5000,none,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.5922,17.5922,6083,0
000000405249.png,distributed_q10_9block,10,9,2.5000,remove_center_40,01001010111000010011001110000100,00000000010000000000000000000000,0.625000,0,17.5922,18.1246,5429,0
000000405249.png,distributed_q10_9block,10,9,2.5000,black_center_40,01001010111000010011001110000100,00000000010000000000000000000000,0.625000,0,17.5922,8.3688,5356,0
000000405249.png,distributed_q10_9block,10,9,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.5922,7.7380,3107,0
