image,scheme,area_percent,block_count,scaling_w,attack,message,predicted,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
000000173091.png,single_center_50pct,50,1,2.5000,none,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,10.0985,10.0985,34851,0
000000173091.png,single_center_50pct,50,1,2.5000,remove_center_40,01001010111000010011001110000100,01001010011000010011001110000100,0.968750,0,10.0985,16.8976,9035,0
000000173091.png,single_center_50pct,50,1,2.5000,black_center_40,01001010111000010011001110000100,01001010011000010011001110000100,0.968750,0,10.0985,6.5873,35065,0
000000173091.png,single_center_50pct,50,1,2.5000,crop_top_left_50,01001010111000010011001110000100,00000100000000000000000000000000,0.562500,0,10.0985,9.4964,12399,0
000000173091.png,single_center_50pct,50,1,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,10.0985,8.4899,24062,0
000000173091.png,single_center_50pct,50,1,2.5000,crop_center_50,01001010111000010011001110000100,00000000010000000000000000000000,0.625000,0,10.0985,7.0006,65331,0
000000173091.png,single_center_50pct,50,1,2.5000,jpeg_q30,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,10.0985,13.1135,35945,0
000000173091.png,single_center_50pct,50,1,2.5000,jpeg_q20,01001010111000010011001110000100,01001010011000010011001110000100,0.968750,0,10.0985,13.3425,36548,0
000000173091.png,single_center_50pct,50,1,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,01101000110000010011001110000100,0.906250,0,10.0985,15.3284,36689,0
000000173091.png,distributed_q10_5block,10,5,2.5000,none,01001010111000010011001110000100,00001010000000010000001000000000,0.718750,0,17.1074,17.1074,6735,0
000000173091.png,distributed_q10_5block,10,5,2.5000,remove_center_40,01001010111000010011001110000100,00001010010000010001001100000000,0.812500,0,17.1074,18.1057,5317,0
000000173091.png,distributed_q10_5block,10,5,2.5000,black_center_40,01001010111000010011001110000100,00001010010000010001001100000000,0.812500,0,17.1074,6.6866,5349,0
000000173091.png,distributed_q10_5block,10,5,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.1074,10.8595,2188,0
000000173091.png,distributed_q10_5block,10,5,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.1074,10.9111,1309,0
000000173091.png,distributed_q10_5block,10,5,2.5000,crop_center_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.1074,10.3430,4820,0
000000173091.png,distributed_q10_5block,10,5,2.5000,jpeg_q30,01001010111000010011001110000100,00001010111000000001001110000100,0.906250,0,17.1074,19.6926,8160,0
000000173091.png,distributed_q10_5block,10,5,2.5000,jpeg_q20,01001010111000010011001110000100,00000010101010000101000100000000,0.687500,0,17.1074,19.7752,9781,0
000000173091.png,distributed_q10_5block,10,5,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,00001000100000000001000000000000,0.687500,0,17.1074,20.4924,7179,0
000000173091.png,distributed_q10_9block,10,9,2.5000,none,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.2811,17.2811,6322,0
000000173091.png,distributed_q10_9block,10,9,2.5000,remove_center_40,01001010111000010011001110000100,00000010000000000001000000000000,0.656250,0,17.2811,17.8038,5461,0
000000173091.png,distributed_q10_9block,10,9,2.5000,black_center_40,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.2811,6.6641,4846,0
000000173091.png,distributed_q10_9block,10,9,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000100001000000000000,0.593750,0,17.2811,10.9296,1840,0
000000173091.png,distributed_q10_9block,10,9,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.2811,10.9379,1965,0
000000173091.png,distributed_q10_9block,10,9,2.5000,crop_center_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.2811,10.6208,1689,0
000000173091.png,distributed_q10_9block,10,9,2.5000,jpeg_q30,01001010111000010011001110000100,00001000010000000001000000000000,0.687500,0,17.2811,19.6432,2822,0
000000173091.png,distributed_q10_9block,10,9,2.5000,jpeg_q20,01001010111000010011001110000100,00000000000010000001000000000000,0.593750,0,17.2811,19.5872,4263,0
000000173091.png,distributed_q10_9block,10,9,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,00000010010000000001000000000000,0.687500,0,17.2811,20.3443,446,0
000000173091.png,distributed_q20_5block,20,5,2.5000,none,01001010111000010011001110000100,00001010011000010011001110000100,0.937500,0,14.0075,14.0075,13938,0
000000173091.png,distributed_q20_5block,20,5,2.5000,remove_center_40,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,14.0075,15.0462,10476,0
000000173091.png,distributed_q20_5block,20,5,2.5000,black_center_40,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,14.0075,6.3775,10561,0
000000173091.png,distributed_q20_5block,20,5,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,14.0075,10.0014,4983,0
000000173091.png,distributed_q20_5block,20,5,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,14.0075,10.2784,7608,0
000000173091.png,distributed_q20_5block,20,5,2.5000,crop_center_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,14.0075,9.7360,9754,0
000000173091.png,distributed_q20_5block,20,5,2.5000,jpeg_q30,01001010111000010011001110000100,00001010011000010011001110000100,0.937500,0,14.0075,16.7961,17435,0
000000173091.png,distributed_q20_5block,20,5,2.5000,jpeg_q20,01001010111000010011001110000100,01001010011000010011001110000100,0.968750,0,14.0075,16.9623,17104,0
000000173091.png,distributed_q20_5block,20,5,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,00001000010000000011001110000100,0.843750,0,14.0075,18.3254,15606,0
000000173091.png,distributed_q20_9block,20,9,2.5000,none,01001010111000010011001110000100,00001010110000010011001110000100,0.937500,0,14.1402,14.1402,13645,0
000000173091.png,distributed_q20_9block,20,9,2.5000,remove_center_40,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,14.1402,14.6676,12199,0
000000173091.png,distributed_q20_9block,20,9,2.5000,black_center_40,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,14.1402,6.3241,36127,0
000000173091.png,distributed_q20_9block,20,9,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,14.1402,10.2331,2248,0
