image,scheme,region_strategy,area_percent,block_count,scaling_w,attack,message,predicted,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
000000229753.png,single_center50_s2.5,single_center,50,1,2.5000,none,01101000110001000100010011110110,11101000010001000100010011111110,0.906250,0,10.6052,10.6052,35375,0
000000229753.png,single_center50_s2.5,single_center,50,1,2.5000,jpeg_q50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,10.6052,12.4890,35703,0
000000229753.png,single_center50_s2.5,single_center,50,1,2.5000,jpeg_q30,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,10.6052,12.6193,35728,0
000000229753.png,single_center50_s2.5,single_center,50,1,2.5000,gaussian_blur_1.2,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,10.6052,12.9415,34913,0
000000229753.png,single_center50_s2.5,single_center,50,1,2.5000,median_filter_3,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,10.6052,10.7782,35086,0
000000229753.png,single_center50_s2.5,single_center,50,1,2.5000,brightness_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,10.6052,9.9028,35616,0
000000229753.png,single_center50_s2.5,single_center,50,1,2.5000,contrast_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,10.6052,9.3186,35350,0
000000229753.png,single_center50_s2.5,single_center,50,1,2.5000,saturation_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,10.6052,8.7388,35238,0
000000229753.png,single_center50_s2.5,single_center,50,1,2.5000,sharpness_2.0,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,10.6052,9.6288,35187,0
000000229753.png,single_center50_s2.5,single_center,50,1,2.5000,bright_contrast_jpeg80,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,10.6052,11.4005,35012,0
000000229753.png,single_center50_s2.5,single_center,50,1,2.5000,resize_0.5_jpeg50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,10.6052,12.8374,35855,0
000000229753.png,single_center50_s2.5,single_center,50,1,2.5000,webp_q80,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,10.6052,12.5636,35114,0
000000229753.png,single_center50_s2.5,single_center,50,1,2.5000,webp_q50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,10.6052,12.5671,35142,0
000000229753.png,single_center50_s2.5,single_center,50,1,2.5000,saturation_sharpness_webp80,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,10.6052,10.8628,35067,0
000000229753.png,single_center50_s3.0,single_center,50,1,3.0000,none,01101000110001000100010011110110,11101000010001000000010011111110,0.875000,0,9.2838,9.2838,35496,0
000000229753.png,single_center50_s3.0,single_center,50,1,3.0000,jpeg_q50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,9.2838,11.0583,35949,0
000000229753.png,single_center50_s3.0,single_center,50,1,3.0000,jpeg_q30,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,9.2838,11.1642,36039,0
000000229753.png,single_center50_s3.0,single_center,50,1,3.0000,gaussian_blur_1.2,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,9.2838,11.5256,35081,0
000000229753.png,single_center50_s3.0,single_center,50,1,3.0000,median_filter_3,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,9.2838,9.3964,35183,0
000000229753.png,single_center50_s3.0,single_center,50,1,3.0000,brightness_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,9.2838,8.9568,35624,0
000000229753.png,single_center50_s3.0,single_center,50,1,3.0000,contrast_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,9.2838,7.9152,35484,0
000000229753.png,single_center50_s3.0,single_center,50,1,3.0000,saturation_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,9.2838,7.6812,35277,0
000000229753.png,single_center50_s3.0,single_center,50,1,3.0000,sharpness_2.0,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,9.2838,8.4368,35208,0
000000229753.png,single_center50_s3.0,single_center,50,1,3.0000,bright_contrast_jpeg80,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,9.2838,10.0599,35235,0
000000229753.png,single_center50_s3.0,single_center,50,1,3.0000,resize_0.5_jpeg50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,9.2838,11.3891,35919,0
000000229753.png,single_center50_s3.0,single_center,50,1,3.0000,webp_q80,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,9.2838,11.0980,35142,0
000000229753.png,single_center50_s3.0,single_center,50,1,3.0000,webp_q50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,9.2838,11.1131,35249,0
000000229753.png,single_center50_s3.0,single_center,50,1,3.0000,saturation_sharpness_webp80,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,9.2838,9.6281,35104,0
000000229753.png,coverage_default_q30_s2.5,fixed_anchor_regions,30,5,2.5000,none,01101000110001000100010011110110,11101000010001000000010011110110,0.906250,0,12.8339,12.8339,20196,0
000000229753.png,coverage_default_q30_s2.5,fixed_anchor_regions,30,5,2.5000,jpeg_q50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,12.8339,14.6901,20712,0
000000229753.png,coverage_default_q30_s2.5,fixed_anchor_regions,30,5,2.5000,jpeg_q30,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,12.8339,14.8062,20842,0
000000229753.png,coverage_default_q30_s2.5,fixed_anchor_regions,30,5,2.5000,gaussian_blur_1.2,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,12.8339,15.0666,20943,0
000000229753.png,coverage_default_q30_s2.5,fixed_anchor_regions,30,5,2.5000,median_filter_3,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,12.8339,12.9678,19810,0
000000229753.png,coverage_default_q30_s2.5,fixed_anchor_regions,30,5,2.5000,brightness_1.5,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,12.8339,12.2443,37603,0
000000229753.png,coverage_default_q30_s2.5,fixed_anchor_regions,30,5,2.5000,contrast_1.5,01101000110001000100010011110110,01101000110001000100010011111110,0.968750,0,12.8339,11.1751,21280,0
000000229753.png,coverage_default_q30_s2.5,fixed_anchor_regions,30,5,2.5000,saturation_1.5,01101000110001000100010011110110,01101000110001000100010011111110,0.968750,0,12.8339,10.9659,19961,0
000000229753.png,coverage_default_q30_s2.5,fixed_anchor_regions,30,5,2.5000,sharpness_2.0,01101000110001000100010011110110,01101000110001000100010011111110,0.968750,0,12.8339,11.8650,19883,0
000000229753.png,coverage_default_q30_s2.5,fixed_anchor_regions,30,5,2.5000,bright_contrast_jpeg80,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,12.8339,13.6315,25286,0
000000229753.png,coverage_default_q30_s2.5,fixed_anchor_regions,30,5,2.5000,resize_0.5_jpeg50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,12.8339,14.9766,20777,0
000000229753.png,coverage_default_q30_s2.5,fixed_anchor_regions,30,5,2.5000,webp_q80,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,12.8339,14.7789,20750,0
000000229753.png,coverage_default_q30_s2.5,fixed_anchor_regions,30,5,2.5000,webp_q50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,12.8339,14.7775,20747,0
000000229753.png,coverage_default_q30_s2.5,fixed_anchor_regions,30,5,2.5000,saturation_sharpness_webp80,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,12.8339,13.0994,20698,0
000000229753.png,coverage_robust_q50_s2.5,fixed_anchor_regions,50,5,2.5000,none,01101000110001000100010011110110,11101000110001000100010011111110,0.937500,0,10.6512,10.6512,35003,0
000000229753.png,coverage_robust_q50_s2.5,fixed_anchor_regions,50,5,2.5000,jpeg_q50,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,10.6512,12.5770,34878,0
000000229753.png,coverage_robust_q50_s2.5,fixed_anchor_regions,50,5,2.5000,jpeg_q30,01101000110001000100010011110110,01101000110001000100010011110110,1.000000,1,10.6512,12.6852,35778,0
