image,scheme,area_percent,block_count,scaling_w,attack,message,predicted,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
000000000139.png,single_center_50pct,50,1,2.5000,none,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,9.9717,9.9717,34868,0
000000000139.png,single_center_50pct,50,1,2.5000,remove_center_40,01001010111000010011001110000100,00001010011000010011001110000100,0.937500,0,9.9717,16.8158,9437,0
000000000139.png,single_center_50pct,50,1,2.5000,black_center_40,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,9.9717,9.1070,35066,0
000000000139.png,single_center_50pct,50,1,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,9.9717,8.9961,14756,0
000000000139.png,single_center_50pct,50,1,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,9.9717,9.4333,9757,0
000000000139.png,single_center_50pct,50,1,2.5000,crop_center_50,01001010111000010011001110000100,00000000010000000000000000000000,0.625000,0,9.9717,7.1518,63048,0
000000000139.png,single_center_50pct,50,1,2.5000,jpeg_q30,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,9.9717,13.1663,35136,0
000000000139.png,single_center_50pct,50,1,2.5000,jpeg_q20,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,9.9717,13.4197,35951,0
000000000139.png,single_center_50pct,50,1,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,01101000110000010011001110000100,0.906250,0,9.9717,15.8251,36488,0
000000000139.png,distributed_q10_5block,10,5,2.5000,none,01001010111000010011001110000100,00000000000000000011000000000000,0.656250,0,16.9308,16.9308,6531,0
000000000139.png,distributed_q10_5block,10,5,2.5000,remove_center_40,01001010111000010011001110000100,00001000010000000011001000000100,0.781250,0,16.9308,17.8750,5223,0
000000000139.png,distributed_q10_5block,10,5,2.5000,black_center_40,01001010111000010011001110000100,00001000010000000011001000000100,0.781250,0,16.9308,9.2693,5096,0
000000000139.png,distributed_q10_5block,10,5,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,16.9308,11.2160,4022,0
000000000139.png,distributed_q10_5block,10,5,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,16.9308,11.1703,737,0
000000000139.png,distributed_q10_5block,10,5,2.5000,crop_center_50,01001010111000010011001110000100,00000000000000000000000000000000,0.000000,0,16.9308,12.0377,0,1
000000000139.png,distributed_q10_5block,10,5,2.5000,jpeg_q30,01001010111000010011001110000100,00001010111000010011001110000100,0.968750,0,16.9308,19.3136,11560,0
000000000139.png,distributed_q10_5block,10,5,2.5000,jpeg_q20,01001010111000010011001110000100,00001011110000000001000010000100,0.781250,0,16.9308,19.4735,8047,0
000000000139.png,distributed_q10_5block,10,5,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,00001000100000100011000100000100,0.750000,0,16.9308,20.8939,5121,0
000000000139.png,distributed_q10_9block,10,9,2.5000,none,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.0032,17.0032,6335,0
000000000139.png,distributed_q10_9block,10,9,2.5000,remove_center_40,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.0032,17.4945,5613,0
000000000139.png,distributed_q10_9block,10,9,2.5000,black_center_40,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.0032,9.2148,5002,0
000000000139.png,distributed_q10_9block,10,9,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.0032,11.3788,2845,0
000000000139.png,distributed_q10_9block,10,9,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.000000,0,17.0032,11.0717,0,1
000000000139.png,distributed_q10_9block,10,9,2.5000,crop_center_50,01001010111000010011001110000100,00000000000000000000000000000000,0.000000,0,17.0032,12.4722,0,1
000000000139.png,distributed_q10_9block,10,9,2.5000,jpeg_q30,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.0032,19.3850,1909,0
000000000139.png,distributed_q10_9block,10,9,2.5000,jpeg_q20,01001010111000010011001110000100,00000000000000000000000000000000,0.000000,0,17.0032,19.4645,0,1
000000000139.png,distributed_q10_9block,10,9,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,00001010000000100001000000000000,0.656250,0,17.0032,20.8406,286,0
000000000139.png,distributed_q20_5block,20,5,2.5000,none,01001010111000010011001110000100,00001010010000010011001110000100,0.906250,0,13.9031,13.9031,13997,0
000000000139.png,distributed_q20_5block,20,5,2.5000,remove_center_40,01001010111000010011001110000100,01001010110000010011001110000100,0.968750,0,13.9031,14.9192,10487,0
000000000139.png,distributed_q20_5block,20,5,2.5000,black_center_40,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,13.9031,8.7216,10559,0
000000000139.png,distributed_q20_5block,20,5,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,13.9031,10.4403,5059,0
000000000139.png,distributed_q20_5block,20,5,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,13.9031,10.3737,181,0
000000000139.png,distributed_q20_5block,20,5,2.5000,crop_center_50,01001010111000010011001110000100,00000100000000000000000000000000,0.562500,0,13.9031,11.2348,4711,0
000000000139.png,distributed_q20_5block,20,5,2.5000,jpeg_q30,01001010111000010011001110000100,00001010111000010011001110000100,0.968750,0,13.9031,16.6526,19185,0
000000000139.png,distributed_q20_5block,20,5,2.5000,jpeg_q20,01001010111000010011001110000100,00001010110000010011001110000100,0.937500,0,13.9031,16.9101,17947,0
000000000139.png,distributed_q20_5block,20,5,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,01001000010000010011001110001100,0.875000,0,13.9031,18.6481,18559,0
000000000139.png,distributed_q20_9block,20,9,2.5000,none,01001010111000010011001110000100,00001010010000010011001100000100,0.875000,0,13.9353,13.9353,13774,0
000000000139.png,distributed_q20_9block,20,9,2.5000,remove_center_40,01001010111000010011001110000100,00001010111000010011001100000100,0.937500,0,13.9353,14.4454,12288,0
000000000139.png,distributed_q20_9block,20,9,2.5000,black_center_40,01001010111000010011001110000100,00001010111000010011001100000100,0.937500,0,13.9353,8.6030,28622,0
000000000139.png,distributed_q20_9block,20,9,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,13.9353,10.5492,3584,0
000000000139.png,distributed_q20_9block,20,9,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,13.9353,10.3107,54,0
000000000139.png,distributed_q20_9block,20,9,2.5000,crop_center_50,01001010111000010011001110000100,00000000000000000000000000000000,0.000000,0,13.9353,11.9476,0,1
000000000139.png,distributed_q20_9block,20,9,2.5000,jpeg_q30,01001010111000010011001110000100,00001000111000010011001100000100,0.906250,0,13.9353,16.7234,25006,0
000000000139.png,distributed_q20_9block,20,9,2.5000,jpeg_q20,01001010111000010011001110000100,00001010110000000011000000000100,0.812500,0,13.9353,16.9892,24787,0
000000000139.png,distributed_q20_9block,20,9,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,00001010111000010011001100001100,0.906250,0,13.9353,18.7320,21156,0
000000000139.png,distributed_q25_5block,25,5,2.5000,none,01001010111000010011001110000100,01001010110000010011001110000100,0.968750,0,12.9411,12.9411,17876,0
