image,scheme,area_percent,block_count,scaling_w,attack,message,predicted,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
000000119365.png,single_center_50pct,50,1,2.5000,none,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,10.0416,10.0416,34536,0
000000119365.png,single_center_50pct,50,1,2.5000,remove_center_40,01001010111000010011001110000100,01001010011000010011001110000100,0.968750,0,10.0416,16.7513,9067,0
000000119365.png,single_center_50pct,50,1,2.5000,black_center_40,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,10.0416,8.9461,34812,0
000000119365.png,single_center_50pct,50,1,2.5000,crop_top_left_50,01001010111000010011001110000100,00000100000000000000000000000000,0.562500,0,10.0416,7.7344,26291,0
000000119365.png,single_center_50pct,50,1,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,10.0416,8.5839,4043,0
000000119365.png,single_center_50pct,50,1,2.5000,crop_center_50,01001010111000010011001110000100,00000000010000000000000000000000,0.625000,0,10.0416,7.1153,65216,0
000000119365.png,single_center_50pct,50,1,2.5000,jpeg_q30,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,10.0416,13.1163,35232,0
000000119365.png,single_center_50pct,50,1,2.5000,jpeg_q20,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,10.0416,13.3439,35918,0
000000119365.png,single_center_50pct,50,1,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,01101000110000010011001110000110,0.875000,0,10.0416,15.5093,36101,0
000000119365.png,distributed_q10_5block,10,5,2.5000,none,01001010111000010011001110000100,00001000010000000000000000000000,0.656250,0,17.7155,17.7155,6480,0
000000119365.png,distributed_q10_5block,10,5,2.5000,remove_center_40,01001010111000010011001110000100,00001000110000000001001110000000,0.812500,0,17.7155,18.7782,5418,0
000000119365.png,distributed_q10_5block,10,5,2.5000,black_center_40,01001010111000010011001110000100,00001000010000000011001110000000,0.812500,0,17.7155,9.2232,5259,0
