image,scheme,area_percent,block_count,scaling_w,attack,message,predicted,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
000000521601.png,single_center_50pct,50,1,2.5000,none,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,9.5771,9.5771,34693,0
000000521601.png,single_center_50pct,50,1,2.5000,remove_center_40,01001010111000010011001110000100,01001010011000010011001110000100,0.968750,0,9.5771,16.3665,8830,0
000000521601.png,single_center_50pct,50,1,2.5000,black_center_40,01001010111000010011001110000100,01001010011000010011001110000100,0.968750,0,9.5771,10.5060,34930,0
000000521601.png,single_center_50pct,50,1,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,9.5771,9.3073,11394,0
000000521601.png,single_center_50pct,50,1,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,9.5771,9.0480,18740,0
000000521601.png,single_center_50pct,50,1,2.5000,crop_center_50,01001010111000010011001110000100,00000000010000000000000000000000,0.625000,0,9.5771,7.1380,65129,0
000000521601.png,single_center_50pct,50,1,2.5000,jpeg_q30,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,9.5771,13.1232,35774,0
000000521601.png,single_center_50pct,50,1,2.5000,jpeg_q20,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,9.5771,13.4328,36647,0
000000521601.png,single_center_50pct,50,1,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,01101000110000010011001110000100,0.906250,0,9.5771,16.1331,36437,0
000000521601.png,distributed_q10_5block,10,5,2.5000,none,01001010111000010011001110000100,00001000000000000001000000000000,0.656250,0,16.5203,16.5203,6679,0
000000521601.png,distributed_q10_5block,10,5,2.5000,remove_center_40,01001010111000010011001110000100,00000000000000000001000000000000,0.625000,0,16.5203,17.4739,5337,0
000000521601.png,distributed_q10_5block,10,5,2.5000,black_center_40,01001010111000010011001110000100,00001000000000000001000000000000,0.656250,0,16.5203,10.7673,5194,0
000000521601.png,distributed_q10_5block,10,5,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000000000000000000000,0.000000,0,16.5203,14.2183,0,1
000000521601.png,distributed_q10_5block,10,5,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,16.5203,10.6433,2008,0
000000521601.png,distributed_q10_5block,10,5,2.5000,crop_center_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,16.5203,12.4993,3595,0
