image,scheme,area_percent,block_count,scaling_w,attack,message,predicted,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
000000000139.png,single_center_50pct,50,1,2.5,none,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,9.9717,9.9717,34868,0
000000000139.png,single_center_50pct,50,1,2.5,remove_center_40,1001010111000010011001110000100,1010011000010011001110000100,0.9375,0,9.9717,16.8158,9437,0
000000000139.png,single_center_50pct,50,1,2.5,black_center_40,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,9.9717,9.107,35066,0
000000000139.png,single_center_50pct,50,1,2.5,crop_top_left_50,1001010111000010011001110000100,0,0.59375,0,9.9717,8.9961,14756,0
000000000139.png,single_center_50pct,50,1,2.5,crop_bottom_right_50,1001010111000010011001110000100,0,0.59375,0,9.9717,9.4333,9757,0
000000000139.png,single_center_50pct,50,1,2.5,crop_center_50,1001010111000010011001110000100,10000000000000000000000,0.625,0,9.9717,7.1518,63048,0
000000000139.png,single_center_50pct,50,1,2.5,jpeg_q30,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,9.9717,13.1663,35136,0
000000000139.png,single_center_50pct,50,1,2.5,jpeg_q20,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,9.9717,13.4197,35951,0
000000000139.png,single_center_50pct,50,1,2.5,resize_0.25_jpeg_q50,1001010111000010011001110000100,1101000110000010011001110000100,0.90625,0,9.9717,15.8251,36488,0
000000000139.png,distributed_q10_5block,10,5,2.5,none,1001010111000010011001110000100,11000000000000,0.65625,0,16.9308,16.9308,6531,0
000000000139.png,distributed_q10_5block,10,5,2.5,remove_center_40,1001010111000010011001110000100,1000010000000011001000000100,0.78125,0,16.9308,17.875,5223,0
000000000139.png,distributed_q10_5block,10,5,2.5,black_center_40,1001010111000010011001110000100,1000010000000011001000000100,0.78125,0,16.9308,9.2693,5096,0
000000000139.png,distributed_q10_5block,10,5,2.5,crop_top_left_50,1001010111000010011001110000100,0,0.59375,0,16.9308,11.216,4022,0
000000000139.png,distributed_q10_5block,10,5,2.5,crop_bottom_right_50,1001010111000010011001110000100,0,0.59375,0,16.9308,11.1703,737,0
000000000139.png,distributed_q10_5block,10,5,2.5,crop_center_50,1001010111000010011001110000100,0,0.0,0,16.9308,12.0377,0,1
000000000139.png,distributed_q10_5block,10,5,2.5,jpeg_q30,1001010111000010011001110000100,1010111000010011001110000100,0.96875,0,16.9308,19.3136,11560,0
000000000139.png,distributed_q10_5block,10,5,2.5,jpeg_q20,1001010111000010011001110000100,1011110000000001000010000100,0.78125,0,16.9308,19.4735,8047,0
000000000139.png,distributed_q10_5block,10,5,2.5,resize_0.25_jpeg_q50,1001010111000010011001110000100,1000100000100011000100000100,0.75,0,16.9308,20.8939,5121,0
000000000139.png,distributed_q10_9block,10,9,2.5,none,1001010111000010011001110000100,0,0.59375,0,17.0032,17.0032,6335,0
000000000139.png,distributed_q10_9block,10,9,2.5,remove_center_40,1001010111000010011001110000100,0,0.59375,0,17.0032,17.4945,5613,0
000000000139.png,distributed_q10_9block,10,9,2.5,black_center_40,1001010111000010011001110000100,0,0.59375,0,17.0032,9.2148,5002,0
000000000139.png,distributed_q10_9block,10,9,2.5,crop_top_left_50,1001010111000010011001110000100,0,0.59375,0,17.0032,11.3788,2845,0
000000000139.png,distributed_q10_9block,10,9,2.5,crop_bottom_right_50,1001010111000010011001110000100,0,0.0,0,17.0032,11.0717,0,1
000000000139.png,distributed_q10_9block,10,9,2.5,crop_center_50,1001010111000010011001110000100,0,0.0,0,17.0032,12.4722,0,1
000000000139.png,distributed_q10_9block,10,9,2.5,jpeg_q30,1001010111000010011001110000100,0,0.59375,0,17.0032,19.385,1909,0
000000000139.png,distributed_q10_9block,10,9,2.5,jpeg_q20,1001010111000010011001110000100,0,0.0,0,17.0032,19.4645,0,1
000000000139.png,distributed_q10_9block,10,9,2.5,resize_0.25_jpeg_q50,1001010111000010011001110000100,1010000000100001000000000000,0.65625,0,17.0032,20.8406,286,0
000000000139.png,distributed_q20_5block,20,5,2.5,none,1001010111000010011001110000100,1010010000010011001110000100,0.90625,0,13.9031,13.9031,13997,0
000000000139.png,distributed_q20_5block,20,5,2.5,remove_center_40,1001010111000010011001110000100,1001010110000010011001110000100,0.96875,0,13.9031,14.9192,10487,0
000000000139.png,distributed_q20_5block,20,5,2.5,black_center_40,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,13.9031,8.7216,10559,0
000000000139.png,distributed_q20_5block,20,5,2.5,crop_top_left_50,1001010111000010011001110000100,0,0.59375,0,13.9031,10.4403,5059,0
000000000139.png,distributed_q20_5block,20,5,2.5,crop_bottom_right_50,1001010111000010011001110000100,0,0.59375,0,13.9031,10.3737,181,0
000000000139.png,distributed_q20_5block,20,5,2.5,crop_center_50,1001010111000010011001110000100,100000000000000000000000000,0.5625,0,13.9031,11.2348,4711,0
000000000139.png,distributed_q20_5block,20,5,2.5,jpeg_q30,1001010111000010011001110000100,1010111000010011001110000100,0.96875,0,13.9031,16.6526,19185,0
000000000139.png,distributed_q20_5block,20,5,2.5,jpeg_q20,1001010111000010011001110000100,1010110000010011001110000100,0.9375,0,13.9031,16.9101,17947,0
000000000139.png,distributed_q20_5block,20,5,2.5,resize_0.25_jpeg_q50,1001010111000010011001110000100,1001000010000010011001110001100,0.875,0,13.9031,18.6481,18559,0
000000000139.png,distributed_q20_9block,20,9,2.5,none,1001010111000010011001110000100,1010010000010011001100000100,0.875,0,13.9353,13.9353,13774,0
000000000139.png,distributed_q20_9block,20,9,2.5,remove_center_40,1001010111000010011001110000100,1010111000010011001100000100,0.9375,0,13.9353,14.4454,12288,0
000000000139.png,distributed_q20_9block,20,9,2.5,black_center_40,1001010111000010011001110000100,1010111000010011001100000100,0.9375,0,13.9353,8.603,28622,0
000000000139.png,distributed_q20_9block,20,9,2.5,crop_top_left_50,1001010111000010011001110000100,0,0.59375,0,13.9353,10.5492,3584,0
000000000139.png,distributed_q20_9block,20,9,2.5,crop_bottom_right_50,1001010111000010011001110000100,0,0.59375,0,13.9353,10.3107,54,0
000000000139.png,distributed_q20_9block,20,9,2.5,crop_center_50,1001010111000010011001110000100,0,0.0,0,13.9353,11.9476,0,1
000000000139.png,distributed_q20_9block,20,9,2.5,jpeg_q30,1001010111000010011001110000100,1000111000010011001100000100,0.90625,0,13.9353,16.7234,25006,0
000000000139.png,distributed_q20_9block,20,9,2.5,jpeg_q20,1001010111000010011001110000100,1010110000000011000000000100,0.8125,0,13.9353,16.9892,24787,0
000000000139.png,distributed_q20_9block,20,9,2.5,resize_0.25_jpeg_q50,1001010111000010011001110000100,1010111000010011001100001100,0.90625,0,13.9353,18.732,21156,0
000000000139.png,distributed_q25_5block,25,5,2.5,none,1001010111000010011001110000100,1001010110000010011001110000100,0.96875,0,12.9411,12.9411,17876,0
000000000139.png,distributed_q25_5block,25,5,2.5,remove_center_40,1001010111000010011001110000100,1001010110000010011001110000100,0.96875,0,12.9411,14.0568,13297,0
000000000139.png,distributed_q25_5block,25,5,2.5,black_center_40,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,12.9411,8.4984,32009,0
000000000139.png,distributed_q25_5block,25,5,2.5,crop_top_left_50,1001010111000010011001110000100,0,0.59375,0,12.9411,10.0671,210,0
000000000139.png,distributed_q25_5block,25,5,2.5,crop_bottom_right_50,1001010111000010011001110000100,0,0.0,0,12.9411,10.0283,0,1
000000000139.png,distributed_q25_5block,25,5,2.5,crop_center_50,1001010111000010011001110000100,0,0.59375,0,12.9411,10.8767,433,0
000000000139.png,distributed_q25_5block,25,5,2.5,jpeg_q30,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,12.9411,15.6712,20180,0
000000000139.png,distributed_q25_5block,25,5,2.5,jpeg_q20,1001010111000010011001110000100,1001010110000010011001110000100,0.96875,0,12.9411,15.9794,20762,0
000000000139.png,distributed_q25_5block,25,5,2.5,resize_0.25_jpeg_q50,1001010111000010011001110000100,1101000110000010011001110000100,0.90625,0,12.9411,17.8278,19981,0
000000000139.png,distributed_q25_9block,25,9,2.5,none,1001010111000010011001110000100,1010111000010011001100000100,0.9375,0,12.9396,12.9396,18031,0
000000000139.png,distributed_q25_9block,25,9,2.5,remove_center_40,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,12.9396,13.4337,15994,0
000000000139.png,distributed_q25_9block,25,9,2.5,black_center_40,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,12.9396,8.316,40394,0
000000000139.png,distributed_q25_9block,25,9,2.5,crop_top_left_50,1001010111000010011001110000100,0,0.59375,0,12.9396,10.1863,4354,0
000000000139.png,distributed_q25_9block,25,9,2.5,crop_bottom_right_50,1001010111000010011001110000100,0,0.0,0,12.9396,9.9537,0,1
000000000139.png,distributed_q25_9block,25,9,2.5,crop_center_50,1001010111000010011001110000100,0,0.0,0,12.9396,11.7732,0,1
000000000139.png,distributed_q25_9block,25,9,2.5,jpeg_q30,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,12.9396,15.7878,24978,0
000000000139.png,distributed_q25_9block,25,9,2.5,jpeg_q20,1001010111000010011001110000100,1000110000010011001100000100,0.875,0,12.9396,16.075,23747,0
000000000139.png,distributed_q25_9block,25,9,2.5,resize_0.25_jpeg_q50,1001010111000010011001110000100,1001000110000010011001110001100,0.90625,0,12.9396,18.0083,25099,0
000000000139.png,distributed_q30_5block,30,5,2.5,none,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,12.1325,12.1325,20239,0
000000000139.png,distributed_q30_5block,30,5,2.5,remove_center_40,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,12.1325,13.3413,15037,0
000000000139.png,distributed_q30_5block,30,5,2.5,black_center_40,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,12.1325,8.2873,39355,0
000000000139.png,distributed_q30_5block,30,5,2.5,crop_top_left_50,1001010111000010011001110000100,0,0.59375,0,12.1325,9.7126,737,0
000000000139.png,distributed_q30_5block,30,5,2.5,crop_bottom_right_50,1001010111000010011001110000100,0,0.59375,0,12.1325,9.6936,14,0
000000000139.png,distributed_q30_5block,30,5,2.5,crop_center_50,1001010111000010011001110000100,0,0.59375,0,12.1325,10.6367,4084,0
000000000139.png,distributed_q30_5block,30,5,2.5,jpeg_q30,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,12.1325,14.9204,21483,0
000000000139.png,distributed_q30_5block,30,5,2.5,jpeg_q20,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,12.1325,15.1544,20695,0
000000000139.png,distributed_q30_5block,30,5,2.5,resize_0.25_jpeg_q50,1001010111000010011001110000100,1101000110000010011001110000100,0.90625,0,12.1325,17.1273,21759,0
000000000139.png,distributed_q30_9block,30,9,2.5,none,1001010111000010011001110000100,1010111000010011001100000100,0.9375,0,12.1664,12.1664,21535,0
000000000139.png,distributed_q30_9block,30,9,2.5,remove_center_40,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,12.1664,12.6625,18536,0
000000000139.png,distributed_q30_9block,30,9,2.5,black_center_40,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,12.1664,8.0637,43555,0
000000000139.png,distributed_q30_9block,30,9,2.5,crop_top_left_50,1001010111000010011001110000100,0,0.59375,0,12.1664,9.8602,7705,0
000000000139.png,distributed_q30_9block,30,9,2.5,crop_bottom_right_50,1001010111000010011001110000100,0,0.59375,0,12.1664,9.6423,1572,0
000000000139.png,distributed_q30_9block,30,9,2.5,crop_center_50,1001010111000010011001110000100,0,0.59375,0,12.1664,11.5745,90,0
000000000139.png,distributed_q30_9block,30,9,2.5,jpeg_q30,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,12.1664,15.0616,24591,0
000000000139.png,distributed_q30_9block,30,9,2.5,jpeg_q20,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,12.1664,15.3624,24572,0
000000000139.png,distributed_q30_9block,30,9,2.5,resize_0.25_jpeg_q50,1001010111000010011001110000100,1001010110000010011001110001100,0.9375,0,12.1664,17.3322,25575,0
000000000139.png,distributed_q50_5block,50,5,2.5,none,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,9.9507,9.9507,34100,0
000000000139.png,distributed_q50_5block,50,5,2.5,remove_center_40,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,9.9507,11.6932,21955,0
000000000139.png,distributed_q50_5block,50,5,2.5,black_center_40,1001010111000010011001110000100,1001010111000010011001110000100,1.0,1,9.9507,7.7025,41507,0
000000000139.png,distributed_q50_5block,50,5,2.5,crop_top_left_50,1001010111000010011001110000100,0,0.59375,0,9.9507,8.6357,2292,0
000000000139.png,distributed_q50_5block,50,5,2.5,crop_bottom_right_50,1001010111000010011001110000100,0,0.59375,0,9.9507,8.7569,1392,0
000000000139.png,distributed_q50_5block,50,5,2.5,crop_center_50,1001010111000010011001110000100,0,0.59375,0,9.9507,9.2159,146,0
