image,attack,bit_accuracy,message_success
000000119452.png,none,1.000000,1
000000119452.png,center_crop_0.5,1.000000,1
000000119452.png,center_crop_0.75,1.000000,1
000000119452.png,random_crop_0.5,1.000000,1
000000119452.png,jpeg_q30,1.000000,1
000000119516.png,none,1.000000,1
000000119516.png,center_crop_0.5,1.000000,1
000000119516.png,center_crop_0.75,1.000000,1
000000119516.png,random_crop_0.5,1.000000,1
000000119516.png,jpeg_q30,1.000000,1
000000119641.png,none,1.000000,1
000000119641.png,center_crop_0.5,1.000000,1
000000119641.png,center_crop_0.75,1.000000,1
000000119641.png,random_crop_0.5,0.700000,0
000000119641.png,jpeg_q30,1.000000,1
000000119677.png,none,1.000000,1
000000119677.png,center_crop_0.5,1.000000,1
000000119677.png,center_crop_0.75,1.000000,1
000000119677.png,random_crop_0.5,0.700000,0
000000119677.png,jpeg_q30,1.000000,1
000000119828.png,none,1.000000,1
000000119828.png,center_crop_0.5,1.000000,1
000000119828.png,center_crop_0.75,1.000000,1
000000119828.png,random_crop_0.5,0.700000,0
000000119828.png,jpeg_q30,1.000000,1
000000119911.png,none,1.000000,1
000000119911.png,center_crop_0.5,1.000000,1
000000119911.png,center_crop_0.75,1.000000,1
000000119911.png,random_crop_0.5,0.800000,0
000000119911.png,jpeg_q30,1.000000,1
000000119995.png,none,1.000000,1
000000119995.png,center_crop_0.5,1.000000,1
000000119995.png,center_crop_0.75,1.000000,1
000000119995.png,random_crop_0.5,0.700000,0
000000119995.png,jpeg_q30,1.000000,1
000000120420.png,none,1.000000,1
000000120420.png,center_crop_0.5,1.000000,1
000000120420.png,center_crop_0.75,1.000000,1
000000120420.png,random_crop_0.5,0.800000,0
000000120420.png,jpeg_q30,1.000000,1
000000120572.png,none,1.000000,1
000000120572.png,center_crop_0.5,1.000000,1
000000120572.png,center_crop_0.75,1.000000,1
000000120572.png,random_crop_0.5,0.900000,0
000000120572.png,jpeg_q30,1.000000,1
000000120584.png,none,1.000000,1
000000120584.png,center_crop_0.5,1.000000,1
000000120584.png,center_crop_0.75,1.000000,1
000000120584.png,random_crop_0.5,0.700000,0
000000120584.png,jpeg_q30,1.000000,1
000000120777.png,none,1.000000,1
000000120777.png,center_crop_0.5,1.000000,1
000000120777.png,center_crop_0.75,1.000000,1
000000120777.png,random_crop_0.5,0.700000,0
000000120777.png,jpeg_q30,1.000000,1
000000120853.png,none,1.000000,1
000000120853.png,center_crop_0.5,1.000000,1
000000120853.png,center_crop_0.75,1.000000,1
000000120853.png,random_crop_0.5,0.900000,0
000000120853.png,jpeg_q30,1.000000,1
000000121031.png,none,1.000000,1
000000121031.png,center_crop_0.5,1.000000,1
000000121031.png,center_crop_0.75,1.000000,1
000000121031.png,random_crop_0.5,0.900000,0
000000121031.png,jpeg_q30,1.000000,1
000000121153.png,none,1.000000,1
000000121153.png,center_crop_0.5,1.000000,1
000000121153.png,center_crop_0.75,1.000000,1
000000121153.png,random_crop_0.5,0.700000,0
000000121153.png,jpeg_q30,1.000000,1
000000121242.png,none,1.000000,1
000000121242.png,center_crop_0.5,1.000000,1
000000121242.png,center_crop_0.75,1.000000,1
000000121242.png,random_crop_0.5,0.800000,0
000000121242.png,jpeg_q30,1.000000,1
000000121417.png,none,1.000000,1
000000121417.png,center_crop_0.5,1.000000,1
000000121417.png,center_crop_0.75,1.000000,1
000000121417.png,random_crop_0.5,0.700000,0
000000121417.png,jpeg_q30,1.000000,1
000000121497.png,none,1.000000,1
000000121497.png,center_crop_0.5,1.000000,1
000000121497.png,center_crop_0.75,1.000000,1
000000121497.png,random_crop_0.5,0.700000,0
000000121497.png,jpeg_q30,1.000000,1
000000121506.png,none,1.000000,1
000000121506.png,center_crop_0.5,1.000000,1
000000121506.png,center_crop_0.75,1.000000,1
000000121506.png,random_crop_0.5,0.700000,0
000000121506.png,jpeg_q30,1.000000,1
000000121586.png,none,1.000000,1
000000121586.png,center_crop_0.5,1.000000,1
000000121586.png,center_crop_0.75,1.000000,1
000000121586.png,random_crop_0.5,0.900000,0
000000121586.png,jpeg_q30,1.000000,1
000000121591.png,none,1.000000,1
000000121591.png,center_crop_0.5,1.000000,1
000000121591.png,center_crop_0.75,1.000000,1
000000121591.png,random_crop_0.5,0.700000,0
000000121591.png,jpeg_q30,1.000000,1
000000121673.png,none,1.000000,1
000000121673.png,center_crop_0.5,1.000000,1
000000121673.png,center_crop_0.75,1.000000,1
000000121673.png,random_crop_0.5,0.700000,0
000000121673.png,jpeg_q30,1.000000,1
000000121744.png,none,1.000000,1
000000121744.png,center_crop_0.5,1.000000,1
000000121744.png,center_crop_0.75,1.000000,1
000000121744.png,random_crop_0.5,0.700000,0
000000121744.png,jpeg_q30,1.000000,1
000000122046.png,none,1.000000,1
000000122046.png,center_crop_0.5,1.000000,1
000000122046.png,center_crop_0.75,1.000000,1
000000122046.png,random_crop_0.5,1.000000,1
000000122046.png,jpeg_q30,1.000000,1
000000122166.png,none,1.000000,1
000000122166.png,center_crop_0.5,1.000000,1
000000122166.png,center_crop_0.75,1.000000,1
000000122166.png,random_crop_0.5,0.700000,0
000000122166.png,jpeg_q30,1.000000,1
000000122217.png,none,1.000000,1
000000122217.png,center_crop_0.5,1.000000,1
000000122217.png,center_crop_0.75,1.000000,1
000000122217.png,random_crop_0.5,0.700000,0
000000122217.png,jpeg_q30,1.000000,1
000000122606.png,none,1.000000,1
000000122606.png,center_crop_0.5,1.000000,1
000000122606.png,center_crop_0.75,1.000000,1
000000122606.png,random_crop_0.5,0.900000,0
000000122606.png,jpeg_q30,1.000000,1
000000122672.png,none,1.000000,1
000000122672.png,center_crop_0.5,1.000000,1
000000122672.png,center_crop_0.75,1.000000,1
000000122672.png,random_crop_0.5,0.900000,0
000000122672.png,jpeg_q30,1.000000,1
000000122745.png,none,1.000000,1
000000122745.png,center_crop_0.5,1.000000,1
000000122745.png,center_crop_0.75,1.000000,1
000000122745.png,random_crop_0.5,0.900000,0
000000122745.png,jpeg_q30,1.000000,1
000000122927.png,none,1.000000,1
000000122927.png,center_crop_0.5,1.000000,1
000000122927.png,center_crop_0.75,1.000000,1
000000122927.png,random_crop_0.5,0.700000,0
000000122927.png,jpeg_q30,1.000000,1
000000122962.png,none,1.000000,1
000000122962.png,center_crop_0.5,1.000000,1
