image,attack,method,bit_accuracy,message_success
000000348216.png,none,angle_scan,1.000000,1
000000348216.png,rotate_252,angle_scan,0.812500,0
000000348216.png,rotate_235,angle_scan,0.968750,0
000000348216.png,rotate_344,angle_scan,0.937500,0
000000348216.png,flip_h,angle_scan,1.000000,1
000000348216.png,flip_v,angle_scan,1.000000,1
000000348216.png,rotate_45_crop_50,angle_scan,0.750000,0
000000348243.png,none,angle_scan,1.000000,1
000000348243.png,rotate_169,angle_scan,0.812500,0
000000348243.png,rotate_187,angle_scan,0.843750,0
000000348243.png,rotate_270,angle_scan,0.812500,0
000000348243.png,flip_h,angle_scan,1.000000,1
000000348243.png,flip_v,angle_scan,1.000000,1
000000348243.png,rotate_45_crop_50,angle_scan,0.781250,0
000000348481.png,none,angle_scan,1.000000,1
000000348481.png,rotate_174,angle_scan,0.812500,0
000000348481.png,rotate_50,angle_scan,0.812500,0
000000348481.png,rotate_54,angle_scan,0.875000,0
000000348481.png,flip_h,angle_scan,1.000000,1
000000348481.png,flip_v,angle_scan,1.000000,1
000000348481.png,rotate_45_crop_50,angle_scan,0.812500,0
000000348488.png,none,angle_scan,1.000000,1
000000348488.png,rotate_306,angle_scan,0.968750,0
000000348488.png,rotate_134,angle_scan,0.906250,0
000000348488.png,rotate_20,angle_scan,1.000000,1
000000348488.png,flip_h,angle_scan,1.000000,1
000000348488.png,flip_v,angle_scan,1.000000,1
000000348488.png,rotate_45_crop_50,angle_scan,0.843750,0
000000348708.png,none,angle_scan,1.000000,1
000000348708.png,rotate_273,angle_scan,0.875000,0
000000348708.png,rotate_88,angle_scan,0.906250,0
000000348708.png,rotate_315,angle_scan,0.937500,0
000000348708.png,flip_h,angle_scan,1.000000,1
000000348708.png,flip_v,angle_scan,1.000000,1
000000348708.png,rotate_45_crop_50,angle_scan,0.781250,0
000000348881.png,none,angle_scan,1.000000,1
000000348881.png,rotate_345,angle_scan,0.968750,0
000000348881.png,rotate_52,angle_scan,0.781250,0
000000348881.png,rotate_339,angle_scan,1.000000,1
000000348881.png,flip_h,angle_scan,1.000000,1
000000348881.png,flip_v,angle_scan,1.000000,1
000000348881.png,rotate_45_crop_50,angle_scan,0.718750,0
000000349152.png,none,angle_scan,1.000000,1
000000349152.png,rotate_263,angle_scan,0.937500,0
000000349152.png,rotate_34,angle_scan,0.906250,0
000000349152.png,rotate_205,angle_scan,0.937500,0
000000349152.png,flip_h,angle_scan,1.000000,1
000000349152.png,flip_v,angle_scan,1.000000,1
000000349152.png,rotate_45_crop_50,angle_scan,0.750000,0
000000349184.png,none,angle_scan,1.000000,1
000000349184.png,rotate_1,angle_scan,1.000000,1
000000349184.png,rotate_53,angle_scan,0.843750,0
000000349184.png,rotate_105,angle_scan,0.906250,0
000000349184.png,flip_h,angle_scan,1.000000,1
000000349184.png,flip_v,angle_scan,1.000000,1
000000349184.png,rotate_45_crop_50,angle_scan,0.750000,0
000000349302.png,none,angle_scan,1.000000,1
000000349302.png,rotate_190,angle_scan,0.750000,0
000000349302.png,rotate_217,angle_scan,0.937500,0
000000349302.png,rotate_43,angle_scan,0.968750,0
