image,scheme,area_percent,block_count,scaling_w,attack,message,predicted,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
000000463174.png,single_center_50pct,50,1,2.5000,none,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,10.4257,10.4257,34493,0
000000463174.png,single_center_50pct,50,1,2.5000,remove_center_40,01001010111000010011001110000100,01001010011000010011001110000100,0.968750,0,10.4257,17.2126,9057,0
000000463174.png,single_center_50pct,50,1,2.5000,black_center_40,01001010111000010011001110000100,01001010011000010011001110000100,0.968750,0,10.4257,7.9617,34587,0
000000463174.png,single_center_50pct,50,1,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,10.4257,7.7669,29281,0
000000463174.png,single_center_50pct,50,1,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,10.4257,7.1817,32618,0
000000463174.png,single_center_50pct,50,1,2.5000,crop_center_50,01001010111000010011001110000100,00000000010000000000000010000000,0.656250,0,10.4257,6.3881,65484,0
000000463174.png,single_center_50pct,50,1,2.5000,jpeg_q30,01001010111000010011001110000100,01001010011000010011001110000100,0.968750,0,10.4257,13.0551,34725,0
000000463174.png,single_center_50pct,50,1,2.5000,jpeg_q20,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,10.4257,13.2931,35662,0
000000463174.png,single_center_50pct,50,1,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,01101000110000000011001110000100,0.875000,0,10.4257,14.8734,36142,0
000000463174.png,distributed_q10_5block,10,5,2.5000,none,01001010111000010011001110000100,00001000010000000001000000000000,0.687500,0,17.8496,17.8496,6176,0
000000463174.png,distributed_q10_5block,10,5,2.5000,remove_center_40,01001010111000010011001110000100,00001000011000000001000000000100,0.750000,0,17.8496,18.8975,5080,0
000000463174.png,distributed_q10_5block,10,5,2.5000,black_center_40,01001010111000010011001110000100,00001000011000000011001000000100,0.812500,0,17.8496,8.1309,5001,0
000000463174.png,distributed_q10_5block,10,5,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.8496,7.7853,3928,0
000000463174.png,distributed_q10_5block,10,5,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.8496,7.7029,4166,0
000000463174.png,distributed_q10_5block,10,5,2.5000,crop_center_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.8496,7.5641,2280,0
000000463174.png,distributed_q10_5block,10,5,2.5000,jpeg_q30,01001010111000010011001110000100,00001000011000010011001010000100,0.875000,0,17.8496,19.4349,14510,0
000000463174.png,distributed_q10_5block,10,5,2.5000,jpeg_q20,01001010111000010011001110000100,00000000001000000001000000000100,0.687500,0,17.8496,19.5440,14075,0
000000463174.png,distributed_q10_5block,10,5,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,00100100100000100011001000000100,0.656250,0,17.8496,19.4969,6702,0
000000463174.png,distributed_q10_9block,10,9,2.5000,none,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.8127,17.8127,5444,0
000000463174.png,distributed_q10_9block,10,9,2.5000,remove_center_40,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.8127,18.3255,4950,0
000000463174.png,distributed_q10_9block,10,9,2.5000,black_center_40,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.8127,8.0800,4203,0
