image,scheme,area_percent,block_count,scaling_w,attack,message,predicted,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
000000229753.png,single_center_50pct,50,1,2.5000,none,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,10.5989,10.5989,34731,0
000000229753.png,single_center_50pct,50,1,2.5000,remove_center_40,01001010111000010011001110000100,01001010011000010011001110000100,0.968750,0,10.5989,17.4952,8801,0
000000229753.png,single_center_50pct,50,1,2.5000,black_center_40,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,10.5989,6.6878,34795,0
000000229753.png,single_center_50pct,50,1,2.5000,crop_top_left_50,01001010111000010011001110000100,00100110110001000000000010001100,0.625000,0,10.5989,7.6607,33139,0
000000229753.png,single_center_50pct,50,1,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,10.5989,5.6413,27319,0
000000229753.png,single_center_50pct,50,1,2.5000,crop_center_50,01001010111000010011001110000100,00000000010000000000000010000000,0.656250,0,10.5989,6.6929,65470,0
000000229753.png,single_center_50pct,50,1,2.5000,jpeg_q30,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,10.5989,12.8589,35034,0
000000229753.png,single_center_50pct,50,1,2.5000,jpeg_q20,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,10.5989,13.0692,35943,0
000000229753.png,single_center_50pct,50,1,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,01101000110000010011001110000100,0.906250,0,10.5989,14.1638,36292,0
000000229753.png,distributed_q10_5block,10,5,2.5000,none,01001010111000010011001110000100,00001000000000000001001000000000,0.687500,0,17.6455,17.6455,6647,0
000000229753.png,distributed_q10_5block,10,5,2.5000,remove_center_40,01001010111000010011001110000100,00001010111000010001001100000000,0.875000,0,17.6455,18.7180,5422,0
000000229753.png,distributed_q10_5block,10,5,2.5000,black_center_40,01001010111000010011001110000100,00001010111000010001001100000100,0.906250,0,17.6455,6.7772,5526,0
000000229753.png,distributed_q10_5block,10,5,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.6455,5.9993,2498,0
000000229753.png,distributed_q10_5block,10,5,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.6455,5.1099,3847,0
000000229753.png,distributed_q10_5block,10,5,2.5000,crop_center_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.6455,8.7856,3667,0
000000229753.png,distributed_q10_5block,10,5,2.5000,jpeg_q30,01001010111000010011001110000100,00001010111010110011000000000000,0.781250,0,17.6455,19.3757,9349,0
000000229753.png,distributed_q10_5block,10,5,2.5000,jpeg_q20,01001010111000010011001110000100,00001010010000010001000000000000,0.750000,0,17.6455,19.4976,13059,0
000000229753.png,distributed_q10_5block,10,5,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,00001000000000000001000000000000,0.656250,0,17.6455,19.3286,2935,0
000000229753.png,distributed_q10_9block,10,9,2.5000,none,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.7510,17.7510,6623,0
000000229753.png,distributed_q10_9block,10,9,2.5000,remove_center_40,01001010111000010011001110000100,00001010100000000001001000000000,0.750000,0,17.7510,18.2847,6049,0
000000229753.png,distributed_q10_9block,10,9,2.5000,black_center_40,01001010111000010011001110000100,00001010111000000001001000000000,0.812500,0,17.7510,6.7482,5825,0
000000229753.png,distributed_q10_9block,10,9,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.7510,6.0318,1447,0
000000229753.png,distributed_q10_9block,10,9,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.7510,5.1296,3374,0
000000229753.png,distributed_q10_9block,10,9,2.5000,crop_center_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,17.7510,8.9859,684,0
000000229753.png,distributed_q10_9block,10,9,2.5000,jpeg_q30,01001010111000010011001110000100,00001000110000000011000010000000,0.781250,0,17.7510,19.4487,2401,0
000000229753.png,distributed_q10_9block,10,9,2.5000,jpeg_q20,01001010111000010011001110000100,00000000110000010001000000000000,0.718750,0,17.7510,19.5176,1419,0
000000229753.png,distributed_q10_9block,10,9,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,00011000001010001010000111110001,0.531250,0,17.7510,19.3432,1807,0
000000229753.png,distributed_q20_5block,20,5,2.5000,none,01001010111000010011001110000100,01001010110000010011001110000100,0.968750,0,14.6276,14.6276,14082,0
000000229753.png,distributed_q20_5block,20,5,2.5000,remove_center_40,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,14.6276,15.7401,10398,0
000000229753.png,distributed_q20_5block,20,5,2.5000,black_center_40,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,14.6276,6.5118,10399,0
000000229753.png,distributed_q20_5block,20,5,2.5000,crop_top_left_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,14.6276,5.8933,399,0
000000229753.png,distributed_q20_5block,20,5,2.5000,crop_bottom_right_50,01001010111000010011001110000100,00000000000000000000000000000000,0.593750,0,14.6276,4.9625,6830,0
000000229753.png,distributed_q20_5block,20,5,2.5000,crop_center_50,01001010111000010011001110000100,00000100000000000000000000000000,0.562500,0,14.6276,8.4878,7587,0
000000229753.png,distributed_q20_5block,20,5,2.5000,jpeg_q30,01001010111000010011001110000100,01001010111000010011001110000100,1.000000,1,14.6276,16.6687,15800,0
000000229753.png,distributed_q20_5block,20,5,2.5000,jpeg_q20,01001010111000010011001110000100,00001010110000010011001100000100,0.906250,0,14.6276,16.8628,16479,0
000000229753.png,distributed_q20_5block,20,5,2.5000,resize_0.25_jpeg_q50,01001010111000010011001110000100,00001000110000010011001100000100,0.875000,0,14.6276,17.3005,15598,0
